ticker,archetype,date,a1_pctoffhigh,a2_rsi,a3_williams,a4_stochastic,a5_bollinger,a6_support,a7_peg_lt1,a8_cyclical_judgment,b9_mktcap,b10_grossmargin,b11_opmargin,b12_netmargin,b13_roe,b14_roa,b15_dividend,b16_epstrend,b17_leverage_judgment,c18_macd,c19_ema,c20_aroon,c21_adx,c22_relvol,c23_rsirecross,d24_epsbeat,d25_noearnings2wk,d26_tailwind_judgment,d27_catalyst_judgment,d28_pegroe_combo,e29_liquidity,e30_not_concentrated,e31_iv_extreme,e32_fitstyle_judgment,b33_domainleadership_judgment
ATAT,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,PASS,N/A,N/A,FAIL,N/A,FAIL,PASS,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
BLKB,compounder,2026-07-07,PASS,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,FAIL,PASS,PASS,N/A,PASS,PASS,FAIL,N/A,N/A,FAIL,N/A,PASS,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
ORLA,compounder,2026-07-07,PASS,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,PASS,N/A,N/A,FAIL,N/A,FAIL,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
UAN,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,N/A,PASS,N/A,PASS,PASS,FAIL,PASS,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
OGC,compounder,2026-07-07,PASS,FAIL,N/A,PASS,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,PASS,N/A,N/A,FAIL,N/A,FAIL,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
VRT,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,PASS,N/A,N/A,FAIL,N/A,FAIL,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
LEVI,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,PASS,N/A,N/A,PASS,N/A,PASS,PASS,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
STNE,compounder,2026-07-07,PASS,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,FAIL,N/A,N/A,PASS,N/A,FAIL,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
WEX,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,FAIL,N/A,N/A,PASS,N/A,PASS,FAIL,FAIL,PASS,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
CHTR,compounder,2026-07-07,PASS,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,FAIL,N/A,N/A,PASS,N/A,PASS,PASS,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
IAG,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,FAIL,N/A,N/A,PASS,N/A,FAIL,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
DRVN,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,FAIL,N/A,N/A,PASS,N/A,PASS,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
UAL,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,FAIL,PASS,N/A,PASS,PASS,FAIL,N/A,N/A,FAIL,N/A,PASS,PASS,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
PDD,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,FAIL,N/A,N/A,PASS,N/A,PASS,PASS,FAIL,PASS,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
CHDN,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,PASS,N/A,N/A,PASS,N/A,FAIL,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
FUTU,compounder,2026-07-07,PASS,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,PASS,N/A,N/A,FAIL,N/A,FAIL,PASS,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
CCL,compounder,2026-07-07,FAIL,FAIL,N/A,PASS,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,PASS,N/A,N/A,FAIL,N/A,FAIL,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
CBL,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,FAIL,PASS,PASS,N/A,PASS,PASS,PASS,N/A,N/A,PASS,N/A,PASS,PASS,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
CF,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,PASS,N/A,N/A,PASS,N/A,PASS,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
GCT,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,FAIL,FAIL,PASS,N/A,PASS,PASS,FAIL,N/A,N/A,FAIL,N/A,FAIL,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
KSPI,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,PASS,N/A,N/A,FAIL,N/A,PASS,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
MPLX,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,PASS,N/A,N/A,FAIL,N/A,PASS,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
VIK,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,FAIL,N/A,N/A,FAIL,N/A,PASS,PASS,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
VG,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,PASS,N/A,N/A,FAIL,N/A,FAIL,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
LAUR,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,FAIL,PASS,N/A,PASS,PASS,FAIL,N/A,N/A,PASS,N/A,PASS,PASS,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
MELI,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,FAIL,N/A,N/A,PASS,N/A,PASS,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
CENX,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,FAIL,PASS,N/A,PASS,PASS,FAIL,N/A,N/A,FAIL,N/A,FAIL,PASS,FAIL,PASS,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
CPA,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,PASS,N/A,N/A,FAIL,N/A,PASS,PASS,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
ROST,compounder,2026-07-07,FAIL,FAIL,N/A,PASS,FAIL,FAIL,PASS,N/A,PASS,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,N/A,FAIL,N/A,FAIL,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
NVDA,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,PASS,N/A,N/A,FAIL,N/A,FAIL,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
MRX,compounder,2026-07-07,FAIL,N/A,N/A,N/A,N/A,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
ADEA,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,PASS,FAIL,PASS,N/A,PASS,N/A,PASS,N/A,PASS,PASS,PASS,N/A,N/A,FAIL,N/A,FAIL,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
RL,compounder,2026-07-07,FAIL,FAIL,N/A,PASS,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,PASS,N/A,N/A,FAIL,N/A,FAIL,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
NXPI,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,PASS,N/A,N/A,FAIL,N/A,FAIL,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
ENR,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,FAIL,PASS,PASS,N/A,PASS,PASS,PASS,N/A,N/A,FAIL,N/A,PASS,PASS,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
SYY,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,N/A,PASS,N/A,PASS,PASS,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
GDDY,compounder,2026-07-07,PASS,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,FAIL,N/A,N/A,PASS,N/A,PASS,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
EXEL,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,FAIL,N/A,N/A,PASS,N/A,PASS,PASS,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
SEZL,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,FAIL,N/A,N/A,FAIL,N/A,PASS,PASS,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
NVO,steady_value,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,N/A,N/A,PASS,N/A,PASS,N/A,PASS,PASS,PASS,N/A,N/A,FAIL,PASS,PASS,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,N/A
VZ,steady_value,2026-07-07,FAIL,FAIL,N/A,PASS,FAIL,FAIL,N/A,N/A,PASS,N/A,PASS,N/A,PASS,PASS,PASS,N/A,N/A,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,N/A,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,N/A
GILD,steady_value,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,N/A,N/A,PASS,N/A,PASS,N/A,PASS,PASS,PASS,N/A,N/A,FAIL,PASS,PASS,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,N/A
UBER,steady_value,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,N/A,N/A,PASS,N/A,PASS,N/A,PASS,PASS,FAIL,N/A,N/A,FAIL,PASS,PASS,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,N/A
T,steady_value,2026-07-07,FAIL,PASS,N/A,PASS,FAIL,FAIL,N/A,N/A,PASS,N/A,PASS,N/A,PASS,PASS,PASS,N/A,N/A,FAIL,FAIL,FAIL,PASS,FAIL,PASS,N/A,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,N/A
PDD,steady_value,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,N/A,N/A,PASS,N/A,PASS,N/A,PASS,PASS,FAIL,N/A,N/A,PASS,FAIL,PASS,PASS,FAIL,PASS,N/A,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,N/A
BMY,steady_value,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,N/A,N/A,PASS,N/A,PASS,N/A,PASS,PASS,PASS,N/A,N/A,PASS,PASS,PASS,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,N/A
GSK,steady_value,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,N/A,N/A,PASS,N/A,PASS,N/A,PASS,PASS,PASS,N/A,N/A,PASS,PASS,PASS,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,N/A
NEM,steady_value,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,N/A,N/A,PASS,N/A,PASS,N/A,PASS,PASS,PASS,N/A,N/A,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,N/A
PBR,steady_value,2026-07-07,FAIL,PASS,N/A,FAIL,FAIL,FAIL,N/A,N/A,PASS,N/A,PASS,N/A,PASS,PASS,PASS,N/A,N/A,PASS,FAIL,FAIL,PASS,FAIL,FAIL,N/A,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,N/A
PBR.A,steady_value,2026-07-07,FAIL,PASS,N/A,PASS,FAIL,FAIL,N/A,N/A,PASS,N/A,PASS,N/A,PASS,PASS,PASS,N/A,N/A,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,N/A,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,N/A
ADBE,steady_value,2026-07-07,PASS,FAIL,N/A,FAIL,FAIL,FAIL,N/A,N/A,PASS,N/A,PASS,N/A,PASS,PASS,FAIL,N/A,N/A,PASS,FAIL,PASS,FAIL,FAIL,PASS,N/A,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,N/A
NTES,steady_value,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,N/A,N/A,PASS,N/A,PASS,N/A,PASS,PASS,PASS,N/A,N/A,PASS,PASS,PASS,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,N/A
ACN,steady_value,2026-07-07,PASS,FAIL,N/A,FAIL,FAIL,FAIL,N/A,N/A,PASS,N/A,PASS,N/A,PASS,PASS,PASS,N/A,N/A,FAIL,FAIL,FAIL,PASS,FAIL,PASS,N/A,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,N/A
CMCSA,steady_value,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,N/A,N/A,PASS,N/A,PASS,N/A,PASS,PASS,PASS,N/A,N/A,PASS,FAIL,PASS,PASS,FAIL,PASS,N/A,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,N/A
AMX,steady_value,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,N/A,N/A,PASS,N/A,PASS,N/A,PASS,PASS,PASS,N/A,N/A,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,N/A,FAIL,PASS,N/A,N/A,N/A
EPD,steady_value,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,N/A,N/A,PASS,N/A,PASS,N/A,PASS,PASS,PASS,N/A,N/A,PASS,PASS,PASS,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,N/A
NOC,steady_value,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,N/A,N/A,PASS,N/A,PASS,N/A,PASS,PASS,PASS,N/A,N/A,PASS,PASS,FAIL,PASS,FAIL,FAIL,N/A,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,N/A
AEM,steady_value,2026-07-07,PASS,FAIL,N/A,PASS,FAIL,FAIL,N/A,N/A,PASS,N/A,PASS,N/A,PASS,PASS,PASS,N/A,N/A,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,N/A
RCL,steady_value,2026-07-07,FAIL,FAIL,N/A,PASS,FAIL,FAIL,N/A,N/A,PASS,N/A,PASS,N/A,PASS,PASS,PASS,N/A,N/A,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,N/A
INTU,steady_value,2026-07-07,PASS,FAIL,N/A,FAIL,FAIL,FAIL,N/A,N/A,PASS,N/A,PASS,N/A,PASS,PASS,PASS,N/A,N/A,FAIL,FAIL,FAIL,PASS,FAIL,PASS,N/A,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,N/A
SPG,steady_value,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,N/A,N/A,PASS,N/A,PASS,N/A,PASS,PASS,PASS,N/A,N/A,FAIL,PASS,PASS,PASS,FAIL,FAIL,N/A,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,N/A
EOG,steady_value,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,N/A,N/A,PASS,N/A,PASS,N/A,PASS,PASS,PASS,N/A,N/A,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,N/A
MPLX,steady_value,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,N/A,N/A,PASS,N/A,PASS,N/A,PASS,PASS,PASS,N/A,N/A,FAIL,PASS,PASS,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,N/A
OKE,steady_value,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,N/A,N/A,PASS,N/A,PASS,N/A,PASS,PASS,PASS,N/A,N/A,PASS,PASS,PASS,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,N/A
BKR,steady_value,2026-07-07,FAIL,PASS,N/A,PASS,FAIL,FAIL,N/A,N/A,PASS,N/A,PASS,N/A,PASS,PASS,PASS,N/A,N/A,FAIL,FAIL,FAIL,PASS,PASS,PASS,N/A,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,N/A
ABEV,steady_value,2026-07-07,FAIL,FAIL,N/A,PASS,PASS,FAIL,N/A,N/A,PASS,N/A,PASS,N/A,PASS,PASS,PASS,N/A,N/A,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,N/A
DVN,steady_value,2026-07-07,FAIL,FAIL,N/A,PASS,FAIL,FAIL,N/A,N/A,PASS,N/A,PASS,N/A,PASS,PASS,PASS,N/A,N/A,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,N/A,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,N/A
INFY,steady_value,2026-07-07,PASS,FAIL,N/A,FAIL,FAIL,FAIL,N/A,N/A,PASS,N/A,PASS,N/A,PASS,PASS,PASS,N/A,N/A,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,N/A,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,N/A
AU,steady_value,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,N/A,N/A,PASS,N/A,PASS,N/A,PASS,PASS,PASS,N/A,N/A,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,N/A
PYPL,steady_value,2026-07-07,PASS,FAIL,N/A,FAIL,FAIL,FAIL,N/A,N/A,PASS,N/A,PASS,N/A,PASS,PASS,PASS,N/A,N/A,FAIL,PASS,PASS,PASS,FAIL,PASS,N/A,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,N/A
CCL,steady_value,2026-07-07,FAIL,FAIL,N/A,PASS,FAIL,FAIL,N/A,N/A,PASS,N/A,PASS,N/A,PASS,PASS,PASS,N/A,N/A,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,N/A
ERIC,steady_value,2026-07-07,FAIL,FAIL,N/A,PASS,FAIL,FAIL,N/A,N/A,PASS,N/A,PASS,N/A,PASS,PASS,PASS,N/A,N/A,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,N/A
RYAAY,steady_value,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,N/A,N/A,PASS,N/A,PASS,N/A,PASS,PASS,PASS,N/A,N/A,FAIL,PASS,PASS,PASS,PASS,FAIL,N/A,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,N/A
ZTS,steady_value,2026-07-07,PASS,FAIL,N/A,FAIL,FAIL,FAIL,N/A,N/A,PASS,N/A,PASS,N/A,PASS,PASS,PASS,N/A,N/A,FAIL,FAIL,FAIL,PASS,FAIL,PASS,N/A,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,N/A
LVS,steady_value,2026-07-07,FAIL,FAIL,N/A,PASS,FAIL,FAIL,N/A,N/A,PASS,N/A,PASS,N/A,PASS,PASS,PASS,N/A,N/A,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,N/A,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,N/A
KGC,steady_value,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,N/A,N/A,PASS,N/A,PASS,N/A,PASS,PASS,PASS,N/A,N/A,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,N/A
GEHC,steady_value,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,N/A,N/A,PASS,N/A,PASS,N/A,PASS,PASS,PASS,N/A,N/A,PASS,PASS,FAIL,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,N/A
EIX,steady_value,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,N/A,N/A,PASS,N/A,PASS,N/A,PASS,PASS,PASS,N/A,N/A,PASS,PASS,PASS,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,N/A
PPG,steady_value,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,N/A,N/A,PASS,N/A,PASS,N/A,PASS,PASS,PASS,N/A,N/A,PASS,PASS,PASS,PASS,FAIL,FAIL,N/A,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,N/A
WTW,steady_value,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,N/A,N/A,PASS,N/A,PASS,N/A,PASS,PASS,PASS,N/A,N/A,PASS,PASS,PASS,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,N/A
VG,steady_value,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,N/A,N/A,PASS,N/A,PASS,N/A,PASS,PASS,PASS,N/A,N/A,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,N/A
TROW,steady_value,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,N/A,N/A,PASS,N/A,PASS,N/A,PASS,PASS,PASS,N/A,N/A,PASS,PASS,PASS,PASS,FAIL,FAIL,N/A,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,N/A
FSLR,steady_value,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,N/A,N/A,PASS,N/A,PASS,N/A,PASS,PASS,FAIL,N/A,N/A,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,N/A,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,N/A
PHM,steady_value,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,N/A,N/A,PASS,N/A,PASS,N/A,PASS,PASS,PASS,N/A,N/A,FAIL,PASS,PASS,PASS,FAIL,FAIL,N/A,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,N/A
ZM,steady_value,2026-07-07,FAIL,FAIL,N/A,PASS,FAIL,FAIL,N/A,N/A,PASS,N/A,PASS,N/A,PASS,PASS,FAIL,N/A,N/A,PASS,FAIL,FAIL,FAIL,FAIL,PASS,N/A,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,N/A
AER,steady_value,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,N/A,N/A,PASS,N/A,PASS,N/A,PASS,PASS,PASS,N/A,N/A,FAIL,PASS,PASS,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,N/A
INCY,steady_value,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,N/A,N/A,PASS,N/A,PASS,N/A,PASS,PASS,FAIL,N/A,N/A,PASS,PASS,PASS,PASS,FAIL,FAIL,N/A,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,N/A
